time,datang
2014/12/09,0.1163
2014/12/10,2.4404
2014/12/11,0.4538
2014/12/12,2.8797
2014/12/15,0.1098
2014/12/16,-2.2478
2014/12/17,0.0561
2014/12/18,-4.3161
2014/12/19,-0.8202
2014/12/22,-3.7803
2014/12/23,0.3683
2014/12/24,0.1835
2014/12/25,1.6484
2014/12/26,0.0601
2014/12/29,-0.8403
2014/12/30,-1.0896
2014/12/31,0.1836
2015/01/05,1.3439
2015/01/06,1.3864
2015/01/07,-1.2485
2015/01/08,0.0602
2015/01/09,-0.4212
2015/01/12,-2.8399
2015/01/13,4.1667
2015/01/14,-0.0597
2015/01/15,-0.8363
2015/01/16,2.3494
2015/01/19,-4.1201
2015/01/20,4.2357
2015/01/21,1.8257
2015/01/22,2.834
2015/01/23,-2.6434
2015/01/26,2.8307
2015/01/27,1.0674
2015/01/28,-0.7226
2015/01/29,-1.1758
2015/01/30,-2.6062
2015/02/02,-1.5707
2015/02/03,6.0875
2015/02/04,-0.5014
2015/02/05,1.3438
2015/02/06,0.6077
2015/02/09,-2.9105
2015/02/10,5.4299
2015/02/11,0.8584
2015/02/12,2.1809
2015/02/13,-1.2493
2015/02/16,5.2715
2015/02/17,-1.9529
2015/02/25,-2.145
2015/02/26,-0.1566
2015/02/27,3.5024
2015/03/02,0.2525
2015/03/03,-4.2317
2015/03/04,0.8943
2015/03/05,6.3608
2015/03/06,-2.7941
2015/03/09,4.942
2015/03/10,1.2013
2015/03/11,-2.1842
2015/03/12,3.835
2015/03/13,0.1403
2015/03/16,0.6069
2015/03/17,-1.0209
2015/03/18,1.1252
2015/03/19,-3.338
2015/03/20,7.0983
2015/03/23,7.1205
2015/03/24,4.9331
2015/03/25,10
2015/03/26,-7.0264
2015/03/27,3.7008
2015/03/30,-3.8693
2015/03/31,-0.4689
2015/04/01,2.3165
2015/04/02,9.1328
2015/04/03,0
2015/04/07,-0.9845
2015/04/08,-3.7997
2015/04/09,-3.6545
2015/04/10,2.6437
2015/04/13,3.7701
2015/04/14,-3.0935
2015/04/15,-5.9762
2015/04/16,1.6186
2015/04/17,1.0101
2015/04/20,-2.8846
2015/04/21,4.5941
2015/04/22,2.9156
2015/04/23,4.0471
2015/04/24,1.0255
2015/04/27,-4.0952
2015/04/28,-4.0876
2015/04/29,0.0761
2015/04/30,-1.4068
2015/05/04,-0.0771
2015/05/05,-3.6279
2015/05/06,-1.4818
2015/05/07,-6.0569
2015/05/08,5.9714
2015/05/11,3.8791
2015/05/12,-0.7469
2015/05/13,3.3663
2015/05/14,0.6897
2015/05/15,-4.9467
2015/05/18,10.008
2015/05/19,6.7322
2015/05/20,9.9898
2015/05/21,10.0124
2015/05/22,4.3393
2015/05/25,0.4591
2015/05/26,10
2015/05/27,9.9951
2015/05/28,0.7554
2015/05/29,10.011
2015/06/01,3.8485
2015/06/02,-4.0726
2015/06/03,7.8471
2015/06/04,-5.7836
2015/06/05,0.0198
2015/06/08,0.8117
2015/06/09,-6.2255
2015/06/10,0.3141
2015/06/11,-2.9019
2015/06/12,7.5038
2015/06/15,10
2015/06/16,-9.3091
2015/06/17,-4.9719
2015/06/18,-8.5021
2015/06/19,-9.9608
2015/06/23,0.9475
2015/06/24,1.2938
2015/06/25,-0.2254
2015/06/26,-9.99
2015/06/29,-10.0112
2015/06/30,9.8234
2015/07/01,-9.9887
2015/07/02,-10
2015/07/03,-9.9965
2015/07/06,-9.9845
2015/07/07,-10.0172
2015/07/08,-5.0167
2015/07/09,10.0101
2015/07/10,10.0137
2015/07/13,10.0166
2015/07/14,10.0113
2015/07/15,-9.9931
2015/07/16,-2.1366
2015/07/17,8.7329
2015/07/20,1.721
2015/07/21,10.0106
2015/07/22,5.2547
2015/07/23,9.2237
2015/07/24,-2.8707
2015/07/27,-9.9857
2015/07/28,-6.3436
2015/07/29,8.9176
2015/07/30,-4.3125
2015/07/31,-8.5565
2015/08/03,-9.9643
2015/08/04,9.996
2015/08/05,-3.0292
2015/08/06,-1.19
2015/08/07,6.8498
2015/08/10,9.9683
2015/08/11,5.157
2015/08/12,-5.5437
2015/08/13,4.6114
2015/08/14,-0.0617
2015/08/17,-0.3085
2015/08/18,-9.9938
2015/08/19,-0.3094
2015/08/20,-3.5172
2015/08/21,-9.9714
2015/08/24,-10.004
2015/08/25,-10.0132
2015/08/26,-10
2015/08/27,4.4662
2015/08/28,10.0104
2015/08/31,-10
2015/09/01,-10.0053
2015/09/02,-10.0059
2015/09/07,9.7529
2015/09/08,4.7986
2015/09/09,6.5008
2015/09/10,-4.5117
2015/09/11,6.6148
2015/09/14,-10.0104
2015/09/15,-10.0232
2015/09/16,9.9807
2015/09/17,0.1756
2015/09/18,4.2665
2015/09/21,5.9417
2015/09/22,3.6508
2015/09/23,1.7866
2015/09/24,0.2508
2015/09/25,-9.7549
2015/09/28,5.8758
2015/09/29,-4.0314
2015/09/30,-0.2182
2015/10/08,6.2329
2015/10/09,2.6248
2015/10/12,6.9208
2015/10/13,1.454
2015/10/14,-4.2071
2015/10/15,5.3089
2015/10/16,3.0706
2015/10/19,-2.0898
2015/10/20,4.4051
2015/10/21,-9.8304
2015/10/22,5.6922
2015/10/23,5.8877
2015/10/26,-0.5603
2015/10/27,0.9103
2015/10/28,-7.1735
2015/10/29,-2.7302
2015/10/30,-3.5205
2015/11/02,-5.1775
2015/11/03,1.092
2015/11/04,7.9733
2015/11/05,1.5722
2015/11/06,9.9906
2015/11/09,3.6674
2015/11/10,-2.0156
2015/11/11,3.0647
2015/11/12,-3.1772
2015/11/13,-3.4077
2015/11/16,2.7439
2015/11/17,-2.925
2015/11/18,-1.8341
2015/11/19,3.6032
2015/11/20,10.0043
2015/11/23,-3.5519
2015/11/24,1.6997
2015/11/25,1.4326
2015/11/26,-1.8831
2015/11/27,-7.437
2015/11/30,-3.067
2015/12/01,-1.0695
2015/12/02,0.4955
2015/12/03,3.0928
2015/12/04,-2.1304
2015/12/07,2.0435
2015/12/08,-4.7018
2015/12/09,-1.8273
2015/12/10,1.396
2015/12/11,1.7439
2015/12/14,2.571
2015/12/15,1.803
2015/12/16,0.0432
2015/12/17,1.6408
2015/12/18,-3.0586
2015/12/21,1.0079
2015/12/22,2.2993
2015/12/23,-0.7634
2015/12/24,3.8034
2015/12/25,-0.7822
2015/12/28,-3.7759
2015/12/29,6.1665
2015/12/30,6.8643
2015/12/31,-6.2334
2016/01/04,-10.0122
2016/01/05,-4.1441
2016/01/06,2.0207
2016/01/07,-9.9954
2016/01/08,0.4606
2016/01/11,-9.9847
2016/01/12,-0.3396
2016/01/13,-6.2465
2016/01/14,3.6947
2016/01/15,-4.8481
2016/01/18,3.3149
2016/01/19,3.8622
2016/01/20,-3.1465
2016/01/21,-3.9575
2016/01/22,3.7515
2016/01/25,1.1855
2016/01/26,-10.0176
2016/01/27,-0.4557
2016/01/28,-3.0085
2016/01/29,3.9784
2016/02/01,-4.0856
2016/02/02,4.6653
2016/02/03,-0.3876
2016/02/04,1.8158
2016/02/05,0.5096
2016/02/15,0.5703
2016/02/16,6.6163
2016/02/17,1.5366
2016/02/18,-1.8626
2016/02/19,1.1269
2016/02/22,1.8768
2016/02/23,-2.7634
2016/02/24,1.5394
2016/02/25,-9.9708
2016/02/26,-2.7202
2016/02/29,-9.9201
2016/03/01,5.1737
2016/03/02,4.1462
2016/03/03,-0.6073
2016/03/04,-4.4807
2016/03/07,2.1322
2016/03/08,-0.4175
2016/03/09,-3.0748
2016/03/10,-1.8025
2016/03/11,0
2016/03/14,5.58
2016/03/15,2.3644
2016/03/16,-2.9212
2016/03/17,4.5486
2016/03/18,6.2918
2016/03/21,2.4559
2016/03/22,7.3141
2016/03/23,-1.7182
2016/03/24,-2.6807
2016/03/25,-0.6587
2016/03/28,0.3617
2016/03/29,-4.8649
2016/03/30,5.9343
2016/03/31,0
2016/04/01,1.0727
2016/04/05,4.1274
2016/04/06,3.6806
2016/04/07,-3.9323
2016/04/08,5.1165
2016/04/11,3.7858
2016/04/12,-1.0943
2016/04/13,1.6333
2016/04/14,5.2359
2016/04/15,-0.6404
2016/04/18,-4.4621
2016/04/19,-1.453
2016/04/20,-10.0053
2016/04/21,-2.4576
2016/04/22,3.7792
2016/04/25,1.7919
2016/04/26,0.5111
2016/04/27,-1.8079
2016/04/28,-0.9206
2016/04/29,-1.9164
2016/05/03,4.2037
2016/05/04,-0.7955
2016/05/05,-0.9737
2016/05/06,-6.6512
2016/05/09,-6.5675
