Trddt	Retindex
2013-03-25	-0.000671
2013-03-26	-0.012484
2013-03-27	0.001562
2013-03-28	-0.028227
2013-03-29	0.000143
2013-04-01	-0.000995
2013-04-02	-0.002978
2013-04-03	-0.001098
2013-04-08	-0.006157999999999999
2013-04-09	0.006412999999999999
2013-04-10	0.00015800000000000002
2013-04-11	-0.0029530000000000003
2013-04-12	-0.005755
2013-04-15	-0.011255
2013-04-16	0.005914
2013-04-17	-0.000478
2013-04-18	0.0017350000000000002
2013-04-19	0.021406
2013-04-22	-0.001102
2013-04-23	-0.025702999999999997
2013-04-24	0.015463
2013-04-25	-0.00857
2013-04-26	-0.009728
2013-05-02	-0.0017399999999999998
2013-05-03	0.014431
2013-05-06	0.011639
2013-05-07	0.0019760000000000003
2013-05-08	0.004797
2013-05-09	-0.005934
2013-05-10	0.006207
2013-05-13	-0.002186
2013-05-14	-0.011111
2013-05-15	0.003512
2013-05-16	0.01214
2013-05-17	0.013794999999999998
2013-05-20	0.007498
2013-05-21	0.00223
2013-05-22	-0.001176
2013-05-23	-0.011612
2013-05-24	0.005654
2013-05-27	0.001986
2013-05-28	0.012315999999999999
2013-05-29	0.001163
2013-05-30	-0.0026969999999999997
2013-05-31	-0.0074010000000000005
2013-06-03	-0.000584
2013-06-04	-0.011672
2013-06-05	-0.000653
2013-06-06	-0.012691
2013-06-07	-0.013921000000000001
2013-06-13	-0.028288999999999998
2013-06-14	0.006370000000000001
2013-06-17	-0.002695
2013-06-18	0.0014269999999999999
2013-06-19	-0.007334
2013-06-20	-0.027727999999999996
2013-06-21	-0.005243
2013-06-24	-0.052993
2013-06-25	-0.001898
2013-06-26	-0.004089
2013-06-27	-0.000759
2013-06-28	0.014971
2013-07-01	0.008102
2013-07-02	0.005672
2013-07-03	-0.0061259999999999995
2013-07-04	0.005932
2013-07-05	0.000549
2013-07-08	-0.024375
2013-07-09	0.003667
2013-07-10	0.021711
2013-07-11	0.032300999999999996
2013-07-12	-0.016163
2013-07-15	0.009759
2013-07-16	0.003074
2013-07-17	-0.010068
2013-07-18	-0.010527
2013-07-19	-0.015196000000000001
2013-07-22	0.006079
2013-07-23	0.019511
2013-07-24	-0.0051600000000000005
2013-07-25	-0.005978
2013-07-26	-0.005108
2013-07-29	-0.017179
2013-07-30	0.006961
2013-07-31	0.001877
2013-08-01	0.017689
2013-08-02	0.000173
2013-08-05	0.010379000000000001
2013-08-06	0.004886
2013-08-07	-0.006659999999999999
2013-08-08	-0.0009199999999999999
2013-08-09	0.003589
2013-08-12	0.0239
2013-08-13	0.0023190000000000003
2013-08-14	-0.002858
2013-08-15	-0.008693000000000001
2013-08-16	-0.00645
2013-08-19	0.008291
2013-08-20	-0.0062369999999999995
2013-08-21	0.000177
2013-08-22	-0.002816
2013-08-23	-0.004676
2013-08-26	0.018963
2013-08-27	0.0033829999999999997
2013-08-28	-0.001077
2013-08-29	-0.001939
2013-08-30	0.000551
2013-09-02	3.1e-05
2013-09-03	0.011753
2013-09-04	0.0021219999999999998
2013-09-05	-0.002438
2013-09-06	0.008275
2013-09-09	0.033888999999999996
2013-09-10	0.011511
2013-09-11	0.001467
2013-09-12	0.006397
2013-09-13	-0.008595
2013-09-16	-0.002154
2013-09-17	-0.020544
2013-09-18	0.002878
2013-09-23	0.013319
2013-09-24	-0.006084
2013-09-25	-0.004084
2013-09-26	-0.019425
2013-09-27	0.001957
2013-09-30	0.006776999999999999
2013-10-08	0.010822
2013-10-09	0.006173
2013-10-10	-0.009422
2013-10-11	0.016987000000000002
2013-10-14	0.004321
2013-10-15	-0.0019489999999999998
2013-10-16	-0.018061
2013-10-17	-0.0020670000000000003
2013-10-18	0.002393
2013-10-21	0.016163
2013-10-22	-0.008337
2013-10-23	-0.012459999999999999
2013-10-24	-0.008605
2013-10-25	-0.014493
2013-10-28	0.000429
2013-10-29	-0.002346
2013-10-30	0.014843
2013-10-31	-0.008725
2013-11-01	0.003711
2013-11-04	3.3e-05
2013-11-05	0.0035380000000000003
2013-11-06	-0.008173999999999999
2013-11-07	-0.004771
2013-11-08	-0.010929000000000001
2013-11-11	0.001588
2013-11-12	0.008202
2013-11-13	-0.018258
2013-11-14	0.006018
2013-11-15	0.016815
2013-11-18	0.028744
2013-11-19	-0.0018629999999999999
2013-11-20	0.00615
2013-11-21	-0.000384
2013-11-22	-0.004256
2013-11-25	-0.004673
2013-11-26	-0.001392
2013-11-27	0.008244
2013-11-28	0.008315000000000001
2013-11-29	0.0005099999999999999
2013-12-02	-0.005914
2013-12-03	0.0069310000000000005
2013-12-04	0.013088999999999998
2013-12-05	-0.0020870000000000003
2013-12-06	-0.00443
2013-12-09	0.000488
2013-12-10	-0.00031600000000000004
2013-12-11	-0.014894
2013-12-12	-0.0006219999999999999
2013-12-13	-0.0030510000000000003
2013-12-16	-0.016035
2013-12-17	-0.004527000000000001
2013-12-18	-0.001299
2013-12-19	-0.009539
2013-12-20	-0.020208
2013-12-23	0.002357
2013-12-24	0.0015300000000000001
2013-12-25	0.006426
2013-12-26	-0.015788
2013-12-27	0.013580000000000002
2013-12-30	-0.001771
2013-12-31	0.008796
2014-01-02	-0.0031149999999999997
2014-01-03	-0.012445
2014-01-06	-0.017967
2014-01-07	0.000786
2014-01-08	-0.001454
2014-01-09	-0.008178
2014-01-10	-0.007064
2014-01-13	-0.001855
2014-01-14	0.008598
2014-01-15	-0.0017239999999999998
2014-01-16	0.000174
2014-01-17	-0.009266
2014-01-20	-0.006831
2014-01-21	0.008567
2014-01-22	0.021628
2014-01-23	-0.004664
2014-01-24	0.00598
2014-01-27	-0.010267
2014-01-28	0.002564
2014-01-29	0.005593
2014-01-30	-0.008211
2014-02-07	0.005614
2014-02-10	0.020333
2014-02-11	0.008439
2014-02-12	0.002987
2014-02-13	-0.005476
2014-02-14	0.008314
2014-02-17	0.009248000000000001
2014-02-18	-0.0076560000000000005
2014-02-19	0.011084
2014-02-20	-0.001761
2014-02-21	-0.011731
2014-02-24	-0.017508000000000003
2014-02-25	-0.020449000000000002
2014-02-26	0.0034579999999999997
2014-02-27	0.0029879999999999998
2014-02-28	0.004371
2014-03-03	0.009207
2014-03-04	-0.001813
2014-03-05	-0.008877
2014-03-06	0.003163
2014-03-07	-0.000811
2014-03-10	-0.028594
2014-03-11	0.001046
2014-03-12	-0.001731
2014-03-13	0.010722
2014-03-14	-0.007316
2014-03-17	0.009646
2014-03-18	0.000753
2014-03-19	-0.001709
2014-03-20	-0.013975999999999999
2014-03-21	0.027159
2014-03-24	0.009113
2014-03-25	0.000499
2014-03-26	-0.001761
2014-03-27	-0.008277
2014-03-28	-0.0023829999999999997
2014-03-31	-0.004117
2014-04-01	0.006961
2014-04-02	0.00563
2014-04-03	-0.007423999999999999
2014-04-04	0.007403
2014-04-08	0.019163
2014-04-09	0.003314
2014-04-10	0.013805000000000001
2014-04-11	-0.001761
2014-04-14	0.000468
2014-04-15	-0.014044999999999998
2014-04-16	0.001675
2014-04-17	-0.002963
2014-04-18	-0.000542
2014-04-21	-0.015216999999999998
2014-04-22	0.0033909999999999995
2014-04-23	-0.002629
2014-04-24	-0.005006
2014-04-25	-0.009973000000000001
2014-04-28	-0.01622
2014-04-29	0.008412000000000001
2014-04-30	0.002978
2014-05-05	0.000491
2014-05-06	0.000338
2014-05-07	-0.008853
2014-05-08	0.002582
2014-05-09	-0.002054
2014-05-12	0.020752
2014-05-13	-0.001044
2014-05-14	-0.001374
2014-05-15	-0.0112
2014-05-16	0.0007559999999999999
2014-05-19	-0.010520999999999999
2014-05-20	0.001464
2014-05-21	0.008381999999999999
2014-05-22	-0.0018100000000000002
2014-05-23	0.006572
2014-05-26	0.0033950000000000004
2014-05-27	-0.003385
2014-05-28	0.007698
2014-05-29	-0.004699
2014-05-30	-0.000678
2014-06-03	-0.00044500000000000003
2014-06-04	-0.006609
2014-06-05	0.007923999999999999
2014-06-06	-0.005352
2014-06-09	0.000269
2014-06-10	0.01085
2014-06-11	0.0011769999999999999
2014-06-12	-0.001574
2014-06-13	0.009262000000000001
2014-06-16	0.007373
2014-06-17	-0.009245
2014-06-18	-0.005409000000000001
2014-06-19	-0.015463
2014-06-20	0.001452
2014-06-23	-0.001139
2014-06-24	0.004725
2014-06-25	-0.004144
2014-06-26	0.0065049999999999995
2014-06-27	-0.0010630000000000001
2014-06-30	0.005803
2014-07-01	0.001003
2014-07-02	0.004407
2014-07-03	0.0018510000000000002
2014-07-04	-0.0018679999999999999
2014-07-07	0.000268
2014-07-08	0.001987
2014-07-09	-0.01231
2014-07-10	-0.000132
2014-07-11	0.004228
2014-07-14	0.009617
2014-07-15	0.001796
2014-07-16	-0.0014880000000000002
2014-07-17	-0.005652
2014-07-18	0.001691
2014-07-21	-0.002228
2014-07-22	0.010223000000000001
2014-07-23	0.001449
2014-07-24	0.012785
2014-07-25	0.010237999999999999
2014-07-28	0.024138999999999997
2014-07-29	0.002408
2014-07-30	-0.000893
2014-07-31	0.009315
2014-08-01	-0.007384999999999999
2014-08-04	0.017402
2014-08-05	-0.001523
2014-08-06	-0.001117
2014-08-07	-0.013437000000000001
2014-08-08	0.003088
2014-08-11	0.013775
2014-08-12	-0.001375
2014-08-13	0.0005769999999999999
2014-08-14	-0.007383
2014-08-15	0.009186
2014-08-18	0.005718
2014-08-19	0.002618
2014-08-20	-0.00228
2014-08-21	-0.004354
2014-08-22	0.004642
2014-08-25	-0.005149
2014-08-26	-0.009944
2014-08-27	0.0010689999999999999
2014-08-28	-0.006177
2014-08-29	0.009738
2014-09-01	0.008259
2014-09-02	0.013659000000000001
2014-09-03	0.009965
2014-09-04	0.007968000000000001
2014-09-05	0.008483
2014-09-09	4.1e-05
2014-09-10	-0.0035340000000000002
2014-09-11	-0.002858
2014-09-12	0.008768999999999999
2014-09-15	0.003083
2014-09-16	-0.018205000000000002
2014-09-17	0.0049369999999999995
2014-09-18	0.003482
2014-09-19	0.0058390000000000004
2014-09-22	-0.016993
2014-09-23	0.00867
2014-09-24	0.014658000000000001
2014-09-25	0.0006519999999999999
2014-09-26	0.001115
2014-09-29	0.004256
2014-09-30	0.002612
2014-10-08	0.008006000000000001
2014-10-09	0.0027600000000000003
2014-10-10	-0.006207
2014-10-13	-0.003593
2014-10-14	-0.002762
2014-10-15	0.006016
2014-10-16	-0.007234
2014-10-17	-0.006499
2014-10-20	0.006639
2014-10-21	-0.007244
2014-10-22	-0.005601
2014-10-23	-0.010374
2014-10-24	-5.9999999999999995e-05
2014-10-27	-0.005144
2014-10-28	0.02071
2014-10-29	0.015038999999999999
2014-10-30	0.007605
2014-10-31	0.012171
2014-11-03	0.004072
2014-11-04	0.000265
2014-11-05	-0.0047
2014-11-06	0.002732
2014-11-07	-0.003171
2014-11-10	0.022952
2014-11-11	-0.0016170000000000002
2014-11-12	0.010043
2014-11-13	-0.003556
2014-11-14	-0.002729
2014-11-17	-0.0019420000000000001
2014-11-18	-0.007131
2014-11-19	-0.0021899999999999997
2014-11-20	0.000683
2014-11-21	0.013916
2014-11-24	0.018533
2014-11-25	0.013706999999999999
2014-11-26	0.014312
2014-11-27	0.010037
2014-11-28	0.019901
2014-12-01	-0.000999
2014-12-02	0.031114
2014-12-03	0.005782
2014-12-04	0.043148
2014-12-05	0.013172
2014-12-08	0.028120999999999997
2014-12-09	-0.054296000000000004
2014-12-10	0.029317000000000003
2014-12-11	-0.004850999999999999
2014-12-12	0.004248
2014-12-15	0.00519
2014-12-16	0.023056999999999998
2014-12-17	0.013074
2014-12-18	-0.001143
2014-12-19	0.016705
2014-12-22	0.006064
2014-12-23	-0.030323000000000003
2014-12-24	-0.019811000000000002
2014-12-25	0.033643
2014-12-26	0.027686000000000002
2014-12-29	0.0032979999999999997
2014-12-30	-0.000695
2014-12-31	0.021752
2015-01-05	0.035813
2015-01-06	0.000277
2015-01-07	0.006716
2015-01-08	-0.023859
2015-01-09	-0.002442
2015-01-12	-0.017074000000000002
2015-01-13	0.001853
2015-01-14	-0.0039759999999999995
2015-01-15	0.035383
2015-01-16	0.012001000000000001
2015-01-19	-0.077046
2015-01-20	0.018195
2015-01-21	0.047449
2015-01-22	0.005937
2015-01-23	0.002518
2015-01-26	0.009373999999999999
2015-01-27	-0.008933
2015-01-28	-0.014084000000000001
2015-01-29	-0.013138999999999998
2015-01-30	-0.015922
2015-02-02	-0.025562
2015-02-03	0.024488
2015-02-04	-0.009604000000000001
2015-02-05	-0.011844
2015-02-06	-0.019328
2015-02-09	0.006248
2015-02-10	0.015013999999999998
2015-02-11	0.005128
2015-02-12	0.0049759999999999995
2015-02-13	0.009583
2015-02-16	0.005786
2015-02-17	0.0076159999999999995
2015-02-25	-0.005563
2015-02-26	0.02153
2015-02-27	0.003621
2015-03-02	0.007849
2015-03-03	-0.02195
2015-03-04	0.005051
2015-03-05	-0.009470000000000001
2015-03-06	-0.0022440000000000003
2015-03-09	0.018888
2015-03-10	-0.004947999999999999
2015-03-11	0.00147
2015-03-12	0.017753
2015-03-13	0.007043000000000001
2015-03-16	0.022649000000000002
2015-03-17	0.015522999999999999
2015-03-18	0.021255
2015-03-19	0.001389
2015-03-20	0.009783
2015-03-23	0.019465
2015-03-24	0.000998
2015-03-25	-0.008312
2015-03-26	0.005837
2015-03-27	0.002445
2015-03-30	0.025865
2015-03-31	-0.010212
2015-04-01	0.016648
2015-04-02	0.004065
2015-04-03	0.009970999999999999
2015-04-07	0.02522
2015-04-08	0.008440000000000001
2015-04-09	-0.009331
2015-04-10	0.0194
2015-04-13	0.021665
2015-04-14	0.00336
