MarkettypeID	TradingDate	RiskPremium1	RiskPremium2	SMB1	SMB2	HML1	HML2
P9710	1998/2/17	0.001849	0.001849	-0.003704	-0.002687	0.010335	0.010302
P9710	1998/2/18	-0.003151	-0.004151	0.002733	0.001807	0.003087	0.002611
P9710	1998/2/19	0.002849	0.002849	0.004214	0.003797	-0.003997	-0.00049
P9710	1998/2/20	-0.004151	-0.003151	0.006574	0.007647	0.003303	0.003605
P9710	1998/2/23	-0.011151	-0.011151	-0.003632	-0.003481	0.012283	0.013833
P9710	1998/2/24	0.001849	0.002849	-0.000968	0.001217	0.029011	0.034012
P9710	1998/2/25	-0.009151	-0.008151	-0.027367	-0.018175	0.006798	0.004939
P9710	1998/2/26	0.008849	0.009849	0.002841	0.004548	-0.018692	-0.021094
P9710	1998/2/27	-0.001151	-0.002151	-0.000425	-0.000898	0.004267	0.007857
P9710	1998/3/2	-0.021151	-0.020151	0.00242	0.007378	0.023555	0.022629
P9710	1998/3/3	0.012849	0.011849	-0.033784	-0.021535	-0.006579	-0.008755
P9710	1998/3/4	0.005849	0.006849	0.002672	0.003068	-0.007769	-0.007515
P9710	1998/3/5	-0.008151	-0.008151	-0.002591	-0.005768	-0.015469	-0.016823
P9710	1998/3/6	-0.001151	-0.001151	-0.000659	-0.0013	0.00364	0.003879
P9710	1998/3/9	-0.006151	-0.005151	0.002531	0.002799	0.001803	0.002894
P9710	1998/3/10	0.000849	0.000849	-0.001101	0.000611	-0.001872	-0.001651
P9710	1998/3/11	-0.006151	-0.005151	0.003563	0.007777	-0.006751	-0.004269
P9710	1998/3/12	-0.009151	-0.008151	0.000143	0.001567	-0.001342	-0.001587
P9710	1998/3/13	0.008849	0.008849	0.003425	0.00196	-0.001329	0.000567
P9710	1998/3/16	0.006849	0.006849	-0.001452	-0.003725	-0.009093	-0.008247
P9710	1998/3/17	0.011849	0.010849	-0.001632	-0.004613	-0.001509	-0.003803
P9710	1998/3/18	-0.009151	-0.008151	-0.009766	-0.005901	0.009508	0.010184
P9710	1998/3/19	-0.005151	-0.005151	-0.001812	-0.0031	0.004443	0.003447
P9710	1998/3/20	-0.001151	-0.001151	0.003075	0.004511	0.001554	0.001166
P9710	1998/3/23	-0.007151	-0.007151	-0.004894	-0.002374	-0.008373	-0.006524
P9710	1998/3/24	0.010849	0.009849	-0.001114	-0.004053	-0.018155	-0.017815
P9710	1998/3/25	-0.000139	-0.001139	0.000942	-0.000626	0.002758	0.001138
P9710	1998/3/26	-0.005139	-0.004139	-0.011794	-0.011026	0.000205	-0.003412
P9710	1998/3/27	0.061861	0.071861	-0.007791	0.069563	-0.015184	-0.019186
P9710	1998/3/30	0.020861	0.020861	-0.002297	-0.004848	-0.010071	-0.013674
P9710	1998/3/31	-0.007139	-0.007139	-0.007569	-0.005352	-0.006719	-0.005181
P9710	1998/4/1	0.005861	0.006861	-0.008955	-0.007456	-0.010647	-0.012499
P9710	1998/4/2	0.012861	0.011861	0.005165	0.004743	-0.000681	-0.005934
P9710	1998/4/3	0.011861	0.011861	-0.010821	-0.008241	-0.008508	-0.009141
P9710	1998/4/6	0.017861	0.017861	-0.010909	-0.008499	0.02116	0.018792
P9710	1998/4/7	-0.003139	-0.002139	-0.006837	-0.002034	-0.007642	-0.006117
P9710	1998/4/8	0.011861	0.011861	-0.023847	-0.020984	-0.003463	-0.005708
P9710	1998/4/9	-0.014139	-0.014139	0.027433	0.025221	-0.001354	0.003026
P9710	1998/4/10	0.012861	0.011861	0.007563	0.00385	-0.011916	-0.011201
P9710	1998/4/13	0.004861	0.004861	0.006395	0.003685	-0.017894	-0.017053
P9710	1998/4/14	-0.004139	-0.004139	-0.011987	-0.010292	0.005872	0.004614
P9710	1998/4/15	0.007861	0.007861	-0.014913	-0.014119	-0.001399	-0.002623
P9710	1998/4/16	0.002861	0.003861	-0.072672	-0.072542	-0.001825	-0.002896
P9710	1998/4/17	-0.015139	-0.015139	-0.002806	-0.003885	0.011784	0.009276
P9710	1998/4/20	0.000861	-0.000139	-0.000255	-0.002102	0.0102	0.009283
P9710	1998/4/21	0.004861	0.003861	-0.007657	-0.009067	-0.009737	-0.012683
P9710	1998/4/22	0.018861	0.018861	0.004339	0.006091	0.003005	-0.001152
P9710	1998/4/23	-0.009139	-0.010139	0.004038	-0.000013	-0.017925	-0.020581
P9710	1998/4/24	-0.008139	-0.009139	0.009991	0.006275	-0.017551	-0.018164
P9710	1998/4/27	0.010861	0.017861	0.038026	0.053306	-0.011846	-0.011079
P9710	1998/4/28	0.013861	0.013861	0.007588	0.009203	-0.012719	-0.016004
P9710	1998/4/29	-0.000139	0.000861	-0.00505	-0.004565	-0.006713	-0.00631
P9710	1998/4/30	0.009861	0.010861	-0.007352	-0.004684	0.007874	0.009611
P9710	1998/5/4	0.009861	0.010861	0.003955	0.008927	-0.010093	-0.01099
P9710	1998/5/5	0.000861	0.000861	-0.011464	-0.013906	-0.001955	-0.004851
P9710	1998/5/6	0.025861	0.025861	-0.006744	-0.010561	-0.004811	-0.007973
P9710	1998/5/7	-0.014139	-0.015139	0.003855	0.007693	0.009412	0.010772
P9710	1998/5/8	0.017861	0.016861	-0.008982	-0.012573	-0.010139	-0.011314
P9710	1998/5/11	-0.000139	-0.001139	0.002202	0.003475	0.009729	0.009516
P9710	1998/5/12	-0.003139	-0.002139	0.003465	0.003584	-0.005411	-0.006034
P9710	1998/5/13	0.030861	0.026861	-0.01443	-0.015684	-0.007052	-0.009356
P9710	1998/5/14	-0.001139	-0.001139	0.007468	0.00851	-0.003415	-0.004833
P9710	1998/5/15	0.005861	0.006861	0.009255	0.01384	0.021675	0.029958
P9710	1998/5/18	-0.001139	-0.001139	-0.005386	-0.00473	-0.005656	-0.008985
P9710	1998/5/19	-0.000139	-0.000139	-0.003527	-0.005161	-0.004675	-0.003094
P9710	1998/5/20	-0.005139	-0.004139	-0.013808	-0.014365	-0.006721	-0.004795
P9710	1998/5/21	0.006861	0.006861	-0.009199	-0.010533	-0.002852	-0.002994
P9710	1998/5/22	0.005861	0.005861	-0.004688	-0.004816	-0.006569	-0.006773
P9710	1998/5/25	0.009861	0.009861	-0.018289	-0.017442	0.008137	0.007356
P9710	1998/5/26	0.002861	0.004861	-0.008749	-0.000034	0.003572	0.003422
P9710	1998/5/27	0.006861	0.005861	-0.002657	-0.003458	0.004327	0.002008
P9710	1998/5/28	-0.005139	-0.004139	0.003519	0.007233	-0.010661	-0.010182
P9710	1998/5/29	0.009861	0.009861	-0.033338	-0.035844	-0.0071	-0.009563
P9710	1998/6/1	0.002861	0.001861	0.002889	-0.004236	-0.001016	-0.00244
P9710	1998/6/2	0.005861	0.005861	-0.054724	-0.041116	-0.004549	-0.003578
P9710	1998/6/3	0.006861	0.006861	-0.004922	-0.001386	0.013869	0.015584
P9710	1998/6/4	-0.009139	-0.010139	0.00577	0.005762	-0.005668	-0.007924
P9710	1998/6/5	0.001861	0.003861	0.007562	0.007614	-0.01684	-0.016997
P9710	1998/6/8	-0.003139	-0.002139	0.014089	0.01593	-0.011034	-0.010594
P9710	1998/6/9	-0.024139	-0.023139	-0.003392	0.002684	-0.010757	-0.009252
P9710	1998/6/10	-0.003139	-0.003139	0.000397	-0.000884	-0.012071	-0.016745
P9710	1998/6/11	-0.020139	-0.020139	0.000455	0.001441	-0.004074	-0.004854
P9710	1998/6/12	0.025861	0.024861	-0.008052	-0.012082	-0.006541	-0.012423
P9710	1998/6/15	-0.017139	-0.017139	0.001245	0.003965	-0.007525	-0.009033
P9710	1998/6/16	-0.004139	-0.003139	-0.06357	-0.053385	-0.008095	-0.009105
P9710	1998/6/17	-0.000139	-0.001139	0.001418	-0.001899	0.004695	0.006476
P9710	1998/6/18	0.017861	0.017861	0.001503	0.002711	0.009812	0.01366
P9710	1998/6/19	0.014861	0.016861	-0.007585	-0.005173	-0.005203	-0.005076
P9710	1998/6/22	0.001861	0.001861	-0.008099	-0.00548	-0.008098	-0.009742
P9710	1998/6/23	0.001861	0.001861	-0.000268	0.00009	-0.009639	-0.010428
P9710	1998/6/24	0.001861	0.000861	0.007216	0.003185	0.001402	-0.001312
P9710	1998/6/25	-0.014139	-0.014139	-0.000108	0.001868	-0.00436	-0.002089
P9710	1998/6/26	0.000861	0.001861	-0.004211	-0.001755	-0.006153	-0.005834
P9710	1998/6/29	-0.021139	-0.021139	0.003589	0.003886	0.001754	0.003401
P9710	1998/6/30	-0.015139	-0.014139	-0.009066	-0.002451	0.003777	0.003842
P9710	1998/7/1	-0.001128	-0.003128	0.020446	0.018757	0.010845	0.0115
P9710	1998/7/2	0.011872	0.010872	0.003355	0.003787	-0.002144	-0.007103
P9710	1998/7/3	0.002872	0.002872	0.002841	0.000697	-0.003892	-0.00114
P9710	1998/7/6	-0.018128	-0.018128	0.006964	0.005134	0.007592	0.007172
P9710	1998/7/7	0.004872	0.005872	0.00202	0.003187	0.001288	-0.00093
P9710	1998/7/8	0.008872	0.009872	0.002284	0.002611	-0.008575	-0.008697
P9710	1998/7/9	0.000872	0.000872	-0.00444	-0.005098	-0.005559	-0.006899
P9710	1998/7/10	0.013872	0.012872	-0.003619	-0.006142	-0.009544	-0.012226
P9710	1998/7/13	-0.003128	-0.004128	-0.003611	-0.006788	-0.009839	-0.009831
P9710	1998/7/14	-0.021128	-0.020128	0.000602	0.000936	-0.011273	-0.012798
P9710	1998/7/15	-0.001128	-0.001128	-0.005318	-0.005303	-0.005958	-0.007512
P9710	1998/7/16	-0.009128	-0.009128	-0.002416	-0.003775	-0.000977	0.000207
P9710	1998/7/17	-0.008128	-0.007128	-0.003703	-0.000107	0.005963	0.009511
P9710	1998/7/20	-0.019128	-0.019128	-0.006367	-0.005376	0.007911	0.011736
P9710	1998/7/21	0.020872	0.019872	0.011574	0.009264	-0.015418	-0.015079
P9710	1998/7/22	-0.012128	-0.012128	-0.002968	-0.003922	-0.000656	-0.000323
P9710	1998/7/23	0.009872	0.009872	-0.002456	-0.00288	-0.009248	-0.013732
P9710	1998/7/24	0.007872	0.007872	0.004294	0.004531	-0.013375	-0.013852
P9710	1998/7/27	-0.005128	-0.005128	0.001355	-0.003037	-0.001834	-0.005653
P9710	1998/7/28	-0.005128	-0.006128	0.002591	-0.00073	-0.003073	-0.00484
P9710	1998/7/29	-0.011128	-0.012128	0.006775	0.00311	-0.015328	-0.020345
P9710	1998/7/30	-0.000128	0.000872	0.003945	0.004065	-0.004433	-0.005258
P9710	1998/7/31	0.000872	0.000872	0.002608	-0.00266	-0.00754	-0.010042
P9710	1998/8/3	-0.010128	-0.011128	-0.002604	-0.004476	0.009638	0.007541
P9710	1998/8/4	-0.011128	-0.011128	0.000185	-0.001068	-0.011455	-0.01456
P9710	1998/8/5	0.015872	0.016872	-0.010251	-0.003553	0.016447	0.023771
P9710	1998/8/6	-0.013128	-0.014128	0.004783	0.000195	-0.016386	-0.01903
P9710	1998/8/7	-0.015128	-0.016128	0.013902	0.010581	-0.003474	-0.003773
P9710	1998/8/10	-0.031128	-0.031128	0.0021	0.000701	-0.011031	-0.012185
P9710	1998/8/11	-0.021128	-0.020128	0.005941	0.006432	-0.011773	-0.014033
P9710	1998/8/12	-0.018128	-0.018128	0.004325	0.005457	-0.023096	-0.023865
P9710	1998/8/13	0.011872	0.010872	-0.008252	-0.008551	-0.007264	-0.008765
P9710	1998/8/14	-0.026128	-0.024128	0.003672	0.010279	0.013743	0.019961
P9710	1998/8/17	-0.081128	-0.080128	0.00359	0.00746	-0.014	-0.007783
P9710	1998/8/18	-0.000128	-0.001128	0.026743	0.022358	-0.001263	0.000936
P9710	1998/8/19	0.054872	0.053872	-0.003124	-0.006744	0.007462	0.006663
P9710	1998/8/20	0.019872	0.017872	-0.008293	-0.014115	-0.011363	-0.017433
P9710	1998/8/21	0.019872	0.019872	0.011036	0.012848	-0.007759	-0.004935
P9710	1998/8/24	-0.000128	0.000872	-0.007756	-0.00552	0.000003	-0.00009
P9710	1998/8/25	0.002872	0.001872	-0.00427	-0.009599	-0.000819	0.000063
P9710	1998/8/26	-0.015128	-0.015128	-0.004905	-0.007124	-0.009995	-0.010899
P9710	1998/8/27	-0.015128	-0.014128	-0.004365	-0.001633	-0.004296	-0.000504
P9710	1998/8/28	-0.015128	-0.014128	0.00401	0.002997	-0.005834	-0.00904
P9710	1998/8/31	0.015872	0.015872	-0.001518	-0.004501	-0.007707	-0.008395
P9710	1998/9/1	-0.006128	-0.005128	0.003324	0.004618	0.022266	0.021402
P9710	1998/9/2	-0.002128	-0.001128	-0.004314	-0.001713	0.002774	0.008011
P9710	1998/9/3	0.010872	0.011872	-0.011769	-0.005399	0.004726	0.008381
P9710	1998/9/4	0.018872	0.019872	-0.00688	-0.003481	0.01303	0.015713
P9710	1998/9/7	0.014872	0.014872	-0.009469	-0.010534	0.005225	0.001825
P9710	1998/9/8	-0.009128	-0.009128	-0.002365	-0.002054	-0.004806	-0.002689
P9710	1998/9/9	0.016872	0.014872	-0.004905	-0.008988	-0.019857	-0.025194
P9710	1998/9/10	0.019872	0.019872	0.006441	0.004494	-0.004533	-0.00527
P9710	1998/9/11	0.001872	0.001872	-0.005363	-0.006472	-0.008349	-0.010898
P9710	1998/9/14	0.017872	0.018872	-0.016421	-0.013497	0.001712	0.001482
P9710	1998/9/15	-0.003128	-0.003128	0.002218	0.002046	0.021277	0.024442
P9710	1998/9/16	0.011872	0.012872	-0.009196	-0.004074	-0.005982	-0.006844
P9710	1998/9/17	-0.016128	-0.016128	0.001782	0.002499	-0.00254	-0.002472
P9710	1998/9/18	-0.021128	-0.020128	0.001935	-0.001385	-0.005264	-0.003634
P9710	1998/9/21	0.009872	0.009872	-0.019085	-0.018559	0.002527	0.000187
P9710	1998/9/22	0.000872	0.000872	-0.004026	-0.000951	0.004923	0.005989
P9710	1998/9/23	0.004872	0.005872	-0.006789	-0.006988	0.005864	0.003091
P9710	1998/9/24	-0.018128	-0.018128	0.007493	0.007508	-0.001914	0.001292
P9710	1998/9/25	0.016872	0.015872	-0.007142	-0.006755	0.006897	0.006574
P9710	1998/9/28	0.010872	0.009872	0.006832	-0.002764	0.025508	0.024097
P9710	1998/9/29	0.000872	-0.000128	0.005257	0.002442	-0.002488	-0.000818
P9710	1998/9/30	0.010872	0.010872	-0.007059	-0.004929	0.000301	0.001549
P9710	1998/10/5	-0.007128	-0.007128	-0.008138	-0.00995	-0.006333	-0.00709
P9710	1998/10/6	-0.017128	-0.016128	0.005699	0.005125	-0.006064	-0.006125
P9710	1998/10/7	-0.006128	-0.005128	-0.011303	-0.001565	-0.001189	-0.00192
P9710	1998/10/8	0.010872	0.011872	-0.012214	-0.008514	0.008808	0.00825
P9710	1998/10/9	0.001872	0.003872	-0.005085	-0.001995	-0.002983	-0.001292
P9710	1998/10/12	0.006872	0.006872	-0.020791	-0.015168	0.009428	0.012871
P9710	1998/10/13	-0.000128	-0.001128	0.005278	0.001595	-0.006901	-0.007595
P9710	1998/10/14	-0.002128	-0.002128	-0.002486	-0.001756	-0.007214	-0.007486
P9710	1998/10/15	0.009872	0.009872	-0.00132	-0.000469	0.001018	-0.000992
P9710	1998/10/16	0.012872	0.010872	0.007003	-0.047072	0.004381	0.006308
P9710	1998/10/19	0.002872	0.001872	-0.002963	-0.004993	-0.000395	-0.00263
P9710	1998/10/20	-0.006128	-0.007128	0.000036	-0.001269	-0.007662	-0.009494
P9710	1998/10/21	-0.024128	-0.023128	0.014718	0.015261	-0.00016	0.002669
P9710	1998/10/22	0.005872	0.004872	-0.00267	-0.006194	-0.006265	-0.009977
P9710	1998/10/23	0.000872	0.000872	0.008201	0.009619	-0.00949	-0.00505
P9710	1998/10/26	-0.006128	-0.006128	0.00195	0.00195	-0.003662	-0.003443
P9710	1998/10/27	0.005872	0.005872	-0.012513	-0.010766	0.003153	0.004391
P9710	1998/10/28	0.010872	0.010872	-0.019317	-0.021646	-0.002405	-0.00363
P9710	1998/10/29	-0.008128	-0.009128	-0.001536	-0.006778	-0.009595	-0.009977
P9710	1998/10/30	-0.001128	-0.002128	0.006196	0.005517	-0.012833	-0.013365
P9710	1998/11/2	0.004872	0.004872	-0.008554	-0.005614	-0.011034	-0.013007
P9710	1998/11/3	0.009872	0.009872	0.001863	-0.000517	0.004375	0.004538
P9710	1998/11/4	0.000872	0.000872	0.00156	0.006679	-0.000306	-0.000606
P9710	1998/11/5	0.010872	0.010872	0.003389	0.005149	-0.008487	-0.010394
P9710	1998/11/6	0.005872	0.005872	0.014769	0.01323	-0.002511	-0.004029
P9710	1998/11/9	0.017872	0.017872	0.003861	0.005044	0.006144	0.004565
P9710	1998/11/10	0.002872	0.001872	0.004584	0.002895	-0.002949	-0.002639
P9710	1998/11/11	0.000872	0.001872	-0.003284	-0.002648	-0.005931	-0.008068
P9710	1998/11/12	-0.003128	-0.002128	0.004077	0.006368	-0.000679	0.001905
P9710	1998/11/13	-0.000128	-0.001128	-0.002198	-0.001833	-0.002754	-0.001573
P9710	1998/11/16	0.010872	0.009872	0.009601	0.006677	-0.009817	-0.005558
P9710	1998/11/17	-0.003128	-0.003128	0.002769	0.00462	-0.003816	-0.002085
P9710	1998/11/18	-0.004128	-0.005128	-0.000136	-0.00343	0.001986	0.00079
P9710	1998/11/19	-0.004128	-0.003128	0.000614	0.001076	-0.00165	0.00027
P9710	1998/11/20	-0.002128	-0.002128	0.004243	0.002382	-0.003882	-0.006151
P9710	1998/11/23	-0.005128	-0.004128	0.004715	0.005299	-0.00625	-0.006862
P9710	1998/11/24	0.003872	0.002872	0.004064	0.00218	-0.002557	-0.002756
P9710	1998/11/25	-0.013128	-0.013128	0.000679	0.001153	0.000322	-0.001217
P9710	1998/11/26	-0.010128	-0.010128	0.002425	0.001657	-0.006923	-0.010552
P9710	1998/11/27	-0.008128	-0.009128	0.005935	0.004407	-0.001466	-0.00373
P9710	1998/11/30	0.001872	0.002872	-0.000142	0.001536	0.005216	0.007515
P9710	1998/12/1	-0.010128	-0.010128	0.007233	0.008544	0.008212	0.009999
P9710	1998/12/2	0.001872	0.001872	0.005301	0.004589	0.003049	0.001991
P9710	1998/12/3	-0.006128	-0.005128	-0.002198	0.000244	-0.001805	0.000223
P9710	1998/12/4	-0.011128	-0.011128	0.005136	0.002309	-0.001618	-0.003787
P9710	1998/12/7	-0.008102	-0.009102	0.004482	0.001491	-0.002051	-0.003346
P9710	1998/12/8	0.009898	0.009898	-0.001595	-0.000278	0.007443	0.005633
P9710	1998/12/9	-0.001102	-0.000102	0.001068	0.003251	-0.000709	-0.00209
P9710	1998/12/10	-0.015102	-0.014102	0.00467	0.007592	-0.005198	-0.004346
P9710	1998/12/11	0.007898	0.007898	0.001369	0.001428	-0.000636	-0.001629
P9710	1998/12/14	-0.016102	-0.015102	0.004251	0.006599	0.000591	0.000138
P9710	1998/12/15	-0.000102	-0.000102	0.003145	0.000828	-0.000937	-0.00054
P9710	1998/12/16	-0.011102	-0.011102	-0.000837	-0.001669	-0.00359	-0.002897
P9710	1998/12/17	-0.020102	-0.020102	0.00241	0.000883	-0.003869	-0.004388
P9710	1998/12/18	-0.002102	-0.003102	0.004995	0.000299	-0.004747	-0.006599
P9710	1998/12/21	-0.000102	-0.000102	0.001066	0.001424	0.002153	0.00264
P9710	1998/12/22	0.027898	0.028898	-0.008125	-0.008136	-0.003254	-0.00348
P9710	1998/12/23	-0.010102	-0.009102	-0.000737	0.002041	0.003963	0.006393
P9710	1998/12/24	-0.001102	-0.001102	-0.002421	-0.00079	0.003641	0.003554
P9710	1998/12/25	0.003898	0.004898	-0.001955	0.00245	0.006835	0.009794
P9710	1998/12/28	-0.013102	-0.014102	0.005104	0.003807	-0.001671	-0.003552
P9710	1998/12/29	-0.015102	-0.014102	0.007666	0.009799	0.008136	0.009692
P9710	1998/12/30	0.003898	0.004898	-0.00314	-0.00208	0.001502	0.002461
P9710	1998/12/31	0.000898	0.000898	0.003469	0.002217	-0.006072	-0.004405
P9710	1999/1/4	-0.020102	-0.020102	0.006781	0.005915	-0.001389	-0.000628
P9710	1999/1/5	-0.005102	-0.005102	-0.000806	-0.000984	-0.004079	-0.002372
P9710	1999/1/6	0.010898	0.009898	-0.001238	-0.004382	-0.001902	-0.001078
P9710	1999/1/7	0.005898	0.005898	0.002484	0.002983	-0.003411	-0.000978
P9710	1999/1/8	0.027898	0.027898	-0.011642	-0.011114	-0.00498	-0.007734
P9710	1999/1/11	0.001898	0.002898	0.001261	0.000745	-0.004342	-0.004414
P9710	1999/1/12	-0.012102	-0.013102	0.011606	0.012333	-0.002811	-0.00229
P9710	1999/1/13	-0.008102	-0.009102	0.010589	0.007981	0.005454	0.004428
P9710	1999/1/14	-0.004102	-0.004102	0.006723	0.005677	-0.012165	-0.012544
P9710	1999/1/15	-0.009102	-0.009102	0.013326	0.018242	0.000119	-0.000125
P9710	1999/1/18	0.013898	0.012898	0.011365	0.007403	-0.015786	-0.016705
P9710	1999/1/19	0.004898	0.003898	-0.004477	-0.006711	-0.00274	-0.003679
P9710	1999/1/20	-0.007102	-0.007102	-0.001578	-0.004056	-0.004203	-0.005439
P9710	1999/1/21	0.005898	0.005898	-0.007171	-0.006469	-0.000109	0.00008
P9710	1999/1/22	0.002898	0.001898	0.0046	0.003512	0.012742	0.009629
P9710	1999/1/25	-0.014102	-0.014102	-0.000039	-0.003243	0.004596	0.003715
P9710	1999/1/26	-0.008102	-0.008102	-0.003311	-0.001659	-0.003623	-0.003075
P9710	1999/1/27	0.007898	0.007898	-0.006421	-0.009053	0.002949	0.000877
P9710	1999/1/28	-0.005102	-0.005102	-0.003398	-0.006945	-0.004311	-0.003244
P9710	1999/1/29	-0.002102	-0.003102	-0.000649	-0.003364	0.001313	0.001071
P9710	1999/2/1	-0.009102	-0.010102	-0.000868	-0.004563	0.00696	0.006428
P9710	1999/2/2	0.001898	0.002898	-0.000175	0.003246	-0.007946	-0.006044
P9710	1999/2/3	-0.009102	-0.009102	-0.00333	-0.003196	-0.002482	-0.003949
P9710	1999/2/4	-0.015102	-0.014102	-0.00513	-0.000939	-0.006108	-0.006246
P9710	1999/2/5	-0.019102	-0.019102	0.007982	0.010494	-0.000391	0.000507
P9710	1999/2/8	-0.015102	-0.015102	0.000767	0.000695	0.000944	0.001769
P9710	1999/2/9	0.022898	0.022898	-0.00369	-0.004342	-0.000059	0.000359
P9710	1999/3/1	0.008898	0.007898	-0.009451	-0.014494	0.004923	0.002825
P9710	1999/3/2	0.001898	0.001898	-0.008681	-0.009395	0.004423	0.000421
P9710	1999/3/3	0.021898	0.020898	-0.004049	-0.008433	-0.006528	-0.010027
P9710	1999/3/4	0.000898	-0.000102	-0.004999	-0.006533	-0.005076	-0.006133
P9710	1999/3/5	0.004898	0.003898	0.000219	-0.00177	-0.000297	-0.004052
P9710	1999/3/8	0.005898	0.005898	-0.010287	-0.010101	-0.000026	-0.002208
P9710	1999/3/9	-0.007102	-0.008102	0.005076	0.004485	-0.025133	-0.024962
P9710	1999/3/10	-0.004102	-0.004102	-0.002003	-0.002537	-0.010772	-0.011501
P9710	1999/3/11	0.019898	0.021898	-0.009094	-0.004491	0.013968	0.016729
P9710	1999/3/12	0.009898	0.010898	-0.003445	0.001105	0.019957	0.019873
P9710	1999/3/15	0.003898	0.003898	-0.001238	-0.001696	-0.001579	-0.002146
P9710	1999/3/16	-0.001102	-0.001102	0.000569	-0.000569	-0.005002	-0.005175
P9710	1999/3/17	-0.006102	-0.006102	0.014952	0.014247	0.007012	0.007827
P9710	1999/3/18	-0.004102	-0.002102	-0.003359	0.003544	0.001166	0.00866
P9710	1999/3/19	0.019898	0.019898	-0.004797	-0.005855	-0.003683	-0.005063
P9710	1999/3/22	0.004898	0.007898	0.000364	0.007813	0.021801	0.028913
P9710	1999/3/23	0.000898	0.000898	0.004139	0.001196	0.001764	0.000826
P9710	1999/3/24	-0.001102	-0.001102	-0.00105	-0.00009	0.003978	0.006599
P9710	1999/3/25	-0.009102	-0.009102	-0.001441	-0.000131	-0.001094	-0.001545
P9710	1999/3/26	0.001898	0.000898	-0.000152	-0.000578	-0.004751	-0.006857
P9710	1999/3/29	0.010898	0.011898	-0.01074	-0.00759	0.013747	0.015697
P9710	1999/3/30	-0.012102	-0.014102	0.005418	0.001398	-0.00877	-0.010918
P9710	1999/3/31	0.002898	0.002898	-0.003622	-0.004739	-0.002674	-0.003271
P9710	1999/4/1	0.008898	0.009898	-0.003981	-0.006072	0.010107	0.008813
P9710	1999/4/2	0.010898	0.011898	-0.001112	0.001135	0.001193	0.002115
P9710	1999/4/5	0.007898	0.008898	0.000562	0.000848	0.005737	0.005786
P9710	1999/4/6	0.002898	0.002898	0.006669	0.006864	0.00127	0.00187
P9710	1999/4/7	0.003898	0.002898	0.012934	0.009124	0.015431	0.013956
P9710	1999/4/8	0.003898	0.002898	0.004448	0.00377	0.002992	0.005497
P9710	1999/4/9	0.000898	0.003898	0.000616	0.008402	0.016265	0.017312
P9710	1999/4/12	-0.007102	-0.009102	0.022293	0.020466	0.016733	0.014942
P9710	1999/4/13	-0.014102	-0.014102	-0.003552	-0.003859	-0.019162	-0.017659
P9710	1999/4/14	0.003898	0.004898	-0.005597	-0.006151	-0.002363	-0.002529
P9710	1999/4/15	-0.007102	-0.005102	0.000962	0.007278	0.017347	0.020101
P9710	1999/4/16	-0.006102	-0.007102	0.005606	0.004079	-0.011535	-0.010348
P9710	1999/4/19	-0.005102	-0.006102	0.002268	-0.002769	-0.001436	-0.001052
P9710	1999/4/20	0.008898	0.008898	0.000778	-0.002357	0.006927	0.00432
P9710	1999/4/21	-0.022102	-0.022102	-0.001253	-0.002826	-0.01296	-0.013395
P9710	1999/4/22	-0.003102	-0.003102	0.00122	-0.000914	0.000411	0.000398
P9710	1999/4/23	0.007898	0.007898	0.003344	0.002967	0.012742	0.012036
P9710	1999/4/26	-0.020102	-0.020102	0.012985	0.013485	0.014319	0.012518
P9710	1999/4/27	-0.021102	-0.021102	0.001573	0.001599	-0.003405	-0.002603
P9710	1999/4/28	-0.005102	-0.006102	0.002086	0.002532	-0.024275	-0.02258
P9710	1999/4/29	0.018898	0.019898	-0.002847	-0.001392	-0.000688	-0.002072
P9710	1999/4/30	0.004898	0.005898	-0.010874	-0.007872	-0.002827	-0.001984
P9710	1999/5/4	-0.007102	-0.006102	-0.001234	-0.000663	0.011722	0.010705
P9710	1999/5/5	0.002898	0.004898	0.000223	0.006033	0.006557	0.006087
P9710	1999/5/6	0.011898	0.012898	-0.008757	-0.00254	0.007788	0.011578
P9710	1999/5/7	-0.007102	-0.006102	0.001251	0.0073	0.005384	0.004185
P9710	1999/5/10	-0.048102	-0.049102	0.006397	0.00361	-0.015287	-0.01594
P9710	1999/5/11	0.021898	0.021898	-0.005691	-0.00351	0.008963	0.0084
P9710	1999/5/12	0.002898	0.003898	-0.003178	0.004273	0.00153	0.003822
P9710	1999/5/13	-0.010102	-0.010102	-0.001206	-0.000795	0.002257	0.002027
P9710	1999/5/14	-0.025102	-0.025102	0.003119	0.00406	-0.009255	-0.008188
P9710	1999/5/17	-0.003102	-0.001102	-0.001278	0.002811	-0.007343	-0.009801
P9710	1999/5/18	-0.007102	-0.007102	-0.002074	-0.000704	-0.006165	-0.008613
P9710	1999/5/19	0.043898	0.044898	-0.001084	0.000422	-0.011157	-0.011909
P9710	1999/5/20	0.029898	0.029898	-0.001809	-0.001827	-0.009187	-0.010979
P9710	1999/5/21	0.009898	0.012898	0.004345	0.013324	-0.024332	-0.028889
P9710	1999/5/24	0.040898	0.040898	0.008901	0.014214	-0.006847	-0.005165
P9710	1999/5/25	-0.009102	-0.008102	0.008789	0.011756	-0.006264	-0.008679
P9710	1999/5/26	0.025898	0.025898	0.013727	0.014433	-0.005225	-0.003996
P9710	1999/5/27	0.039898	0.039898	0.012093	0.024855	0.009289	0.014482
