Indexcd,Trddt,Daywk,Opnindex,Hiindex,Loindex,Clsindex,Retindex
1,2011/7/29,5,2706.497,2721.53,2681.272,2701.729,-0.002602
1,2011/8/1,1,2697.575,2712.888,2688.529,2703.783,0.00076
1,2011/8/2,2,2689.971,2689.971,2651.28,2679.259,-0.00907
1,2011/8/3,3,2659.118,2688.065,2654.364,2678.485,-0.000289
1,2011/8/4,4,2683.192,2698.815,2675.534,2684.039,0.002074
1,2011/8/5,5,2620.277,2644.581,2605.137,2626.423,-0.021466
1,2011/8/8,1,2599.289,2614.19,2497.918,2526.816,-0.037925
1,2011/8/9,2,2468.032,2537.409,2437.681,2526.07,-0.000295
1,2011/8/10,3,2562.393,2579.156,2544.952,2549.176,0.009147
1,2011/8/11,4,2508.857,2582.155,2505.012,2581.508,0.012683
1,2011/8/12,5,2593.395,2605.447,2585.846,2593.173,0.004519
1,2011/8/15,1,2598.138,2627.104,2584.407,2626.77,0.012956
1,2011/8/16,2,2627.854,2636.36,2601.501,2608.166,-0.007082
1,2011/8/17,3,2603.961,2617.165,2596.039,2601.261,-0.002647
1,2011/8/18,4,2601.99,2603.485,2556.859,2559.472,-0.016065
1,2011/8/19,5,2519.645,2538.272,2513.754,2534.358,-0.009812
1,2011/8/22,1,2534.57,2553.415,2507.782,2515.863,-0.007298
1,2011/8/23,2,2524.877,2554.178,2514.949,2554.019,0.015166
1,2011/8/24,3,2562.411,2569.278,2536.256,2541.091,-0.005062
1,2011/8/25,4,2546.402,2616.304,2545.054,2615.261,0.029188
1,2011/8/26,5,2602.208,2616.636,2593.238,2612.188,-0.001175
1,2011/8/29,1,2595.466,2595.466,2570.844,2576.413,-0.013695
1,2011/8/30,2,2592.597,2615.135,2563.689,2566.595,-0.003811
1,2011/8/31,3,2566.529,2574.415,2545.096,2567.34,0.00029
1,2011/9/1,4,2569.799,2584.804,2547.855,2556.042,-0.004401
1,2011/9/2,5,2551.556,2557.31,2517.618,2528.28,-0.010861
1,2011/9/5,1,2510.1,2510.1,2478.195,2478.739,-0.019595
1,2011/9/6,2,2465.565,2482.242,2459.543,2470.524,-0.003314
1,2011/9/7,3,2480.941,2516.754,2475.218,2516.09,0.018444
1,2011/9/8,4,2523.962,2524.377,2498.113,2498.943,-0.006815
1,2011/9/9,5,2506.969,2528.422,2487.145,2497.753,-0.000476
1,2011/9/13,2,2467.73,2477.083,2453.796,2471.305,-0.010589
1,2011/9/14,3,2478.586,2485.934,2439.372,2484.827,0.005472
1,2011/9/15,4,2482.859,2496.572,2477.651,2479.055,-0.002323
1,2011/9/16,5,2490.177,2499.481,2475.758,2482.343,0.001326
1,2011/9/19,1,2469.6,2469.6,2437.165,2437.795,-0.017946
1,2011/9/20,2,2433.721,2460.034,2426.703,2447.755,0.004086
1,2011/9/21,3,2450.116,2517.673,2438.852,2512.963,0.02664
1,2011/9/22,4,2491.212,2499.976,2442.462,2443.057,-0.027818
1,2011/9/23,5,2411.833,2440.751,2400.141,2433.159,-0.004051
1,2011/9/26,1,2416.226,2441.729,2384.64,2393.183,-0.01643
1,2011/9/27,2,2410.991,2423.913,2395.164,2415.054,0.009139
1,2011/9/28,3,2427.289,2430.27,2383.396,2392.062,-0.00952
1,2011/9/29,4,2378.423,2387.538,2358.572,2365.343,-0.01117
1,2011/9/30,5,2368.398,2377.541,2348.217,2359.22,-0.002589
1,2011/10/10,1,2363.078,2368.149,2338.685,2344.787,-0.006118
1,2011/10/11,2,2401.738,2412.376,2323.412,2348.516,0.00159
1,2011/10/12,3,2335.488,2421.693,2318.628,2420,0.030438
1,2011/10/13,4,2412.832,2439.64,2406.282,2438.79,0.007764
1,2011/10/14,5,2429.885,2437.594,2409.288,2431.375,-0.00304
1,2011/10/17,1,2434.486,2452.99,2424.726,2440.402,0.003713
1,2011/10/18,2,2423.282,2425.646,2378.667,2383.485,-0.023323
1,2011/10/19,3,2387.831,2401.688,2374.417,2377.512,-0.002506
1,2011/10/20,4,2365.909,2368.64,2315.9,2331.366,-0.019409
1,2011/10/21,5,2330.512,2340.315,2313.782,2317.275,-0.006044
1,2011/10/24,1,2322.02,2371.092,2307.146,2370.333,0.022897
1,2011/10/25,2,2366.398,2414.049,2357.387,2409.672,0.016596
1,2011/10/26,3,2398.187,2448.981,2394.733,2427.48,0.00739
1,2011/10/27,4,2432.473,2449.701,2426.315,2435.614,0.003351
1,2011/10/28,5,2462.085,2483.759,2456.177,2473.41,0.015518
1,2011/10/31,1,2470.254,2478.307,2455.205,2468.25,-0.002086
1,2011/11/1,2,2450.331,2491.355,2445.527,2470.019,0.000717
1,2011/11/2,3,2437.87,2505.121,2433.715,2504.108,0.013801
1,2011/11/3,4,2510.842,2535.24,2507.297,2508.09,0.00159
1,2011/11/4,5,2525.244,2536.779,2512.904,2528.294,0.008056
1,2011/11/7,1,2518.898,2536.18,2507.615,2509.799,-0.007315
1,2011/11/8,2,2514.259,2524.82,2500.02,2503.836,-0.002376
1,2011/11/9,3,2512.587,2527.703,2489.025,2524.919,0.00842
1,2011/11/10,4,2498.594,2507.452,2478.139,2479.536,-0.017974
1,2011/11/11,5,2483.957,2496.527,2472.761,2481.084,0.000624
1,2011/11/14,1,2498.672,2529.632,2496.335,2528.714,0.019197
1,2011/11/15,2,2525.948,2534.059,2518.703,2529.761,0.000414
1,2011/11/16,3,2529.073,2529.458,2456.856,2466.959,-0.024825
1,2011/11/17,4,2467.704,2482.528,2459.165,2463.046,-0.001586
1,2011/11/18,5,2448.387,2448.51,2411.042,2416.562,-0.018873
1,2011/11/21,1,2416.732,2419.244,2396.087,2415.13,-0.000593
1,2011/11/22,2,2400.984,2414.85,2387.826,2412.625,-0.001037
1,2011/11/23,3,2415.197,2418.56,2390.654,2395.065,-0.007278
1,2011/11/24,4,2379.146,2409.719,2370.695,2397.554,0.001039
1,2011/11/25,5,2393.327,2403.942,2372.622,2380.224,-0.007228
1,2011/11/28,1,2383.893,2396.827,2372.156,2383.034,0.001181
1,2011/11/29,2,2398.994,2413.326,2388.202,2412.393,0.01232
1,2011/11/30,3,2406.329,2407.326,2319.44,2333.414,-0.032739
1,2011/12/1,4,2392.485,2423.559,2376.916,2386.86,0.022905
1,2011/12/2,5,2374.899,2378.299,2344.846,2360.664,-0.010975
1,2011/12/5,1,2363.111,2363.127,2327.61,2333.229,-0.011622
1,2011/12/6,2,2326.66,2331.892,2310.155,2325.905,-0.003139
1,2011/12/7,3,2325.562,2339.847,2317.814,2332.73,0.002934
1,2011/12/8,4,2329.911,2346.654,2302.642,2329.82,-0.001247
1,2011/12/9,5,2315.513,2331.259,2309.457,2315.27,-0.006245
1,2011/12/12,1,2312.151,2315.811,2290.264,2291.545,-0.010247
1,2011/12/13,2,2283.223,2285.814,2245.868,2248.59,-0.018745
1,2011/12/14,3,2241.387,2256.744,2224.725,2228.525,-0.008923
1,2011/12/15,4,2215.792,2216.909,2179.467,2180.895,-0.021373
1,2011/12/16,5,2179.509,2225.538,2170.748,2224.84,0.02015
1,2011/12/19,1,2208.071,2221.448,2164.887,2218.235,-0.002969
1,2011/12/20,2,2209.699,2239.859,2206.519,2215.93,-0.001039
1,2011/12/21,3,2230.18,2237.466,2188.71,2191.148,-0.011184
1,2011/12/22,4,2178.572,2201.587,2149.423,2186.297,-0.002214
1,2011/12/23,5,2183.911,2219.786,2178.141,2204.784,0.008456
1,2011/12/26,1,2193.659,2213.453,2186.07,2190.11,-0.006656
1,2011/12/27,2,2186.709,2196.973,2162.723,2166.205,-0.010915
1,2011/12/28,3,2157.65,2170.672,2134.017,2170.013,0.001758
1,2011/12/29,4,2161.184,2181.955,2157.115,2173.561,0.001635
1,2011/12/30,5,2177.517,2200.988,2177.517,2199.417,0.011896
1,2012/1/4,3,2211.995,2217.52,2168.644,2169.39,-0.013652
1,2012/1/5,4,2160.898,2183.404,2145.556,2148.452,-0.009652
1,2012/1/6,5,2148.147,2164.322,2132.626,2163.395,0.006955
1,2012/1/9,1,2164.741,2226.218,2148.453,2225.89,0.028887
1,2012/1/10,2,2221.832,2288.628,2218.275,2285.744,0.02689
1,2012/1/11,3,2282.913,2290.644,2265.185,2276.046,-0.004243
1,2012/1/12,4,2268.739,2295.224,2265.256,2275.01,-0.000455
1,2012/1/13,5,2277.08,2281.532,2225.736,2244.58,-0.013376
1,2012/1/16,1,2230.433,2241.259,2206.045,2206.193,-0.017102
1,2012/1/17,2,2206.531,2298.376,2196.117,2298.376,0.041784
1,2012/1/18,3,2298.834,2311.579,2257.898,2266.384,-0.013919
1,2012/1/19,4,2266.076,2305.707,2259.337,2296.075,0.013101
1,2012/1/20,5,2300.5,2322.891,2293.893,2319.118,0.010036
1,2012/1/30,1,2324.493,2324.493,2284.291,2285.038,-0.014695
1,2012/1/31,2,2285.954,2296.384,2277.056,2292.61,0.003314
1,2012/2/1,3,2288.066,2305.863,2263.342,2268.08,-0.0107
1,2012/2/2,4,2273.85,2312.556,2268.687,2312.556,0.01961
1,2012/2/3,5,2306.656,2336.267,2300.982,2330.405,0.007718
1,2012/2/6,1,2334.248,2341.575,2317.422,2331.136,0.000314
1,2012/2/7,2,2319.421,2319.708,2278.825,2291.902,-0.01683
1,2012/2/8,3,2291.812,2350.965,2286.819,2347.53,0.024272
1,2012/2/9,4,2344.224,2363.613,2333.935,2349.589,0.000877
1,2012/2/10,5,2342.011,2368.979,2339.885,2351.981,0.001018
1,2012/2/13,1,2332.055,2365.339,2325.028,2351.855,-0.000054
1,2012/2/14,2,2348.877,2352.469,2332.247,2344.771,-0.003012
1,2012/2/15,3,2340.455,2374.282,2335.101,2366.702,0.009353
1,2012/2/16,4,2363.897,2373.804,2342.073,2356.86,-0.004159
1,2012/2/17,5,2366.63,2372.512,2344.76,2357.181,0.000136
1,2012/2/20,1,2383.686,2388.009,2362.012,2363.597,0.002722
1,2012/2/21,2,2365.487,2382.146,2345.053,2381.43,0.007545
1,2012/2/22,3,2380.504,2404.442,2374.03,2403.587,0.009304
1,2012/2/23,4,2401.738,2416.805,2396.71,2409.554,0.002483
1,2012/2/24,5,2410.881,2439.977,2405.274,2439.628,0.012481
1,2012/2/27,1,2447.406,2478.375,2444.629,2447.057,0.003045
1,2012/2/28,2,2440.914,2458.651,2431.828,2451.857,0.001962
1,2012/2/29,3,2446.228,2453.067,2426.329,2428.487,-0.009532
1,2012/3/1,4,2418.788,2437.874,2418.334,2426.115,-0.000977
1,2012/3/2,5,2430.098,2461.121,2430.098,2460.693,0.014252
1,2012/3/5,1,2464.849,2469.841,2442.115,2445.002,-0.006377
1,2012/3/6,2,2439.779,2442.001,2406.056,2410.445,-0.014134
1,2012/3/7,3,2391.203,2413.695,2388.519,2394.794,-0.006493
1,2012/3/8,4,2401.102,2426.698,2401.102,2420.276,0.010641
1,2012/3/9,5,2425.885,2440.511,2414.966,2439.462,0.007927
1,2012/3/12,1,2438.546,2440.857,2420.84,2434.859,-0.001887
1,2012/3/13,2,2432.843,2457.22,2428.609,2455.795,0.008598
1,2012/3/14,3,2464.915,2476.216,2382.836,2391.23,-0.026291
1,2012/3/15,4,2388.063,2403.742,2366.024,2373.774,-0.0073
1,2012/3/16,5,2377.757,2406.148,2368.311,2404.736,0.013043
1,2012/3/19,1,2401.217,2412.336,2383.674,2410.184,0.002266
1,2012/3/20,2,2407.542,2407.542,2376.031,2376.839,-0.013835
1,2012/3/21,3,2384.709,2396.722,2361.222,2378.195,0.000571
1,2012/3/22,4,2376.991,2386.099,2364.13,2375.772,-0.001019
1,2012/3/23,5,2369.077,2371.263,2342.12,2349.539,-0.011042
1,2012/3/26,1,2349.086,2357.996,2339.141,2350.599,0.000451
1,2012/3/27,2,2358.545,2363.766,2344.304,2347.179,-0.001455
1,2012/3/28,3,2341.003,2341.42,2281.433,2284.881,-0.026542
1,2012/3/29,4,2276.74,2280.958,2242.345,2252.16,-0.014321
1,2012/3/30,5,2256.042,2266.208,2246.245,2262.788,0.004719
1,2012/4/5,4,2258.031,2303.824,2251.393,2302.241,0.017436
1,2012/4/6,5,2299.055,2309.64,2291.559,2306.553,0.001873
1,2012/4/9,1,2300.051,2304.65,2284.442,2285.777,-0.009007
1,2012/4/10,2,2281.024,2306.387,2258.853,2305.863,0.008787
1,2012/4/11,3,2286.716,2319.053,2280.035,2308.925,0.001328
1,2012/4/12,4,2310.484,2351.055,2307.841,2350.864,0.018164
1,2012/4/13,5,2351.513,2369.701,2346.944,2359.161,0.003529
1,2012/4/16,1,2346.307,2364.111,2342.199,2357.026,-0.000905
1,2012/4/17,2,2355.369,2363.013,2333.341,2334.985,-0.009351
1,2012/4/18,3,2341.135,2383.64,2337.857,2380.848,0.019642
1,2012/4/19,4,2378.632,2386.978,2369.459,2378.634,-0.00093
1,2012/4/20,5,2374.662,2407.294,2372.13,2406.863,0.011868
1,2012/4/23,1,2403.521,2411.51,2383.068,2388.588,-0.007593
1,2012/4/24,2,2380.236,2415.749,2350.399,2388.834,0.000103
1,2012/4/25,3,2382.211,2411.421,2376.626,2406.813,0.007526
1,2012/4/26,4,2408.558,2414.754,2393.265,2404.697,-0.000879
1,2012/4/27,5,2402.431,2408.42,2393.867,2396.316,-0.003485
1,2012/5/2,3,2421.082,2446.35,2407.788,2438.436,0.017577
1,2012/5/3,4,2433.589,2441.953,2427.728,2440.08,0.000674
1,2012/5/4,5,2437.465,2453.731,2427.969,2452.014,0.004891
1,2012/5/7,1,2441.757,2451.947,2432.736,2451.947,-0.000027
1,2012/5/8,2,2451.575,2451.598,2431.025,2448.884,-0.001249
1,2012/5/9,3,2432.472,2432.472,2407.509,2408.587,-0.016455
1,2012/5/10,4,2409.945,2419.121,2402.204,2410.23,0.000682
1,2012/5/11,5,2406.074,2415.977,2393.378,2394.983,-0.006326
1,2012/5/14,1,2408.262,2411.272,2377.983,2380.725,-0.005953
1,2012/5/15,2,2367.083,2376.594,2354.614,2374.843,-0.002471
1,2012/5/16,3,2369.295,2372.032,2344.5,2346.192,-0.012064
1,2012/5/17,4,2347.177,2383.306,2342.352,2378.886,0.013935
1,2012/5/18,5,2364.899,2369.598,2338.241,2344.52,-0.014446
1,2012/5/21,1,2343.576,2360.386,2330.325,2348.3,0.001612
1,2012/5/22,2,2355.732,2374.056,2354.868,2373.307,0.010649
1,2012/5/23,3,2369.265,2378.077,2350.548,2363.437,-0.004159
1,2012/5/24,4,2359.682,2373.057,2344.58,2350.973,-0.005274
1,2012/5/25,5,2350.541,2355.808,2327.408,2333.553,-0.00741
1,2012/5/28,1,2325.317,2361.744,2309.072,2361.367,0.011919
1,2012/5/29,2,2361.003,2393.279,2358.374,2389.636,0.011971
1,2012/5/30,3,2385.392,2391.691,2378.133,2384.668,-0.002079
1,2012/5/31,4,2370.007,2382.989,2362.314,2372.234,-0.005214
1,2012/6/1,5,2373.224,2388.087,2365.442,2373.436,0.000507
1,2012/6/4,1,2346.984,2348.199,2308.229,2308.55,-0.027338
1,2012/6/5,2,2313.741,2323.298,2304.046,2311.916,0.001458
1,2012/6/6,3,2315.561,2323.113,2301.035,2309.555,-0.001021
1,2012/6/7,4,2324.672,2328.672,2288.665,2293.13,-0.007112
1,2012/6/8,5,2306.219,2306.882,2276.714,2281.447,-0.005095
1,2012/6/11,1,2282.891,2311.772,2278.163,2305.856,0.010699
1,2012/6/12,2,2295.07,2298.95,2280.951,2289.791,-0.006967
1,2012/6/13,3,2289.707,2319.714,2284.65,2318.924,0.012723
1,2012/6/14,4,2306.781,2314.585,2293.065,2295.946,-0.009909
1,2012/6/15,5,2299.781,2314.242,2283.4,2306.85,0.004749
1,2012/6/18,1,2313.53,2325.052,2309.709,2316.052,0.003989
1,2012/6/19,2,2313.455,2313.455,2298.394,2300.795,-0.006588
1,2012/6/20,3,2300.406,2304.458,2291.541,2292.877,-0.003441
1,2012/6/21,4,2288.454,2288.454,2253.789,2260.877,-0.013956
1,2012/6/25,1,2253.514,2253.514,2223.054,2224.114,-0.016261
1,2012/6/26,2,2214.649,2229.24,2203.944,2222.067,-0.00092
1,2012/6/27,3,2219.944,2233.543,2213.323,2216.934,-0.00231
1,2012/6/28,4,2220.236,2224.155,2195.356,2195.843,-0.009514
1,2012/6/29,5,2190.576,2226.485,2188.716,2225.431,0.013475
1,2012/7/2,1,2234.32,2234.873,2215.358,2226.11,0.000305
1,2012/7/3,2,2225.568,2244.832,2219.05,2229.193,0.001385
1,2012/7/4,3,2233.335,2239.27,2219.448,2227.315,-0.000842
1,2012/7/5,4,2218.216,2218.216,2192.648,2201.353,-0.011656
1,2012/7/6,5,2203.73,2227.473,2185.522,2223.579,0.010097
1,2012/7/9,1,2210.714,2216.697,2168.608,2170.814,-0.02373
1,2012/7/10,2,2166.947,2178.195,2156.726,2164.437,-0.002938
1,2012/7/11,3,2160.02,2176.491,2156.596,2175.383,0.005057
1,2012/7/12,4,2172.064,2197.044,2152.675,2185.491,0.004647
1,2012/7/13,5,2180.172,2198.661,2177.924,2185.895,0.000185
1,2012/7/16,1,2187.887,2188.063,2146.154,2147.955,-0.017357
1,2012/7/17,2,2142.43,2165.335,2141.481,2161.186,0.00616
1,2012/7/18,3,2159.857,2170.296,2138.792,2169.099,0.003661
1,2012/7/19,4,2164.274,2197.79,2159.943,2184.841,0.007257
1,2012/7/20,5,2180.012,2185.733,2162.064,2168.638,-0.007416
1,2012/7/23,1,2154.171,2154.171,2135.563,2141.402,-0.012559
1,2012/7/24,2,2132.317,2158.948,2131.013,2146.589,0.002422
1,2012/7/25,3,2141.036,2151.45,2132.833,2136.151,-0.004863
1,2012/7/26,4,2134.987,2147.664,2124.155,2126.004,-0.00475
1,2012/7/27,5,2132.009,2139.154,2120.63,2128.765,0.001299
1,2012/7/30,1,2128.159,2137.736,2107.634,2109.914,-0.008855
1,2012/7/31,2,2109.325,2116.904,2100.252,2103.634,-0.002976
1,2012/8/1,3,2101.723,2130.712,2101.708,2123.36,0.009377
1,2012/8/2,4,2120.146,2126.46,2103.495,2111.182,-0.005735
1,2012/8/3,5,2113.964,2133.266,2108.33,2132.796,0.010238
1,2012/8/6,1,2129.148,2158.681,2127.263,2154.916,0.010371
1,2012/8/7,2,2153.093,2159.683,2148.897,2157.62,0.001255
1,2012/8/8,3,2158.982,2168.734,2153.02,2160.99,0.001562
1,2012/8/9,4,2159.434,2175.545,2148.694,2174.102,0.006068
1,2012/8/10,5,2172.964,2176.795,2165.284,2168.814,-0.002432
1,2012/8/13,1,2164.043,2164.043,2134.554,2136.078,-0.015094
1,2012/8/14,2,2137.047,2144.006,2119.253,2142.525,0.003018
1,2012/8/15,3,2138.278,2139.142,2118.503,2118.945,-0.011006
1,2012/8/16,4,2116.08,2122.683,2109.658,2112.197,-0.003185
1,2012/8/17,5,2111.653,2120.714,2100.787,2114.891,0.001275
1,2012/8/20,1,2102.231,2110.78,2089.018,2106.957,-0.003751
1,2012/8/21,2,2106.381,2124.195,2103.071,2118.268,0.005368
1,2012/8/22,3,2118.881,2121.149,2097.605,2107.711,-0.004984
1,2012/8/23,4,2106.96,2118.736,2097.083,2113.072,0.002544
1,2012/8/24,5,2108.36,2109.822,2089.217,2092.104,-0.009923
1,2012/8/27,1,2085.373,2085.373,2055.377,2055.708,-0.017397
1,2012/8/28,2,2054.967,2083.956,2052.492,2073.154,0.008487
1,2012/8/29,3,2066.82,2073.949,2051.775,2053.235,-0.009608
1,2012/8/30,4,2044.033,2060.185,2032.537,2052.585,-0.000317
1,2012/8/31,5,2046.289,2059.302,2044.65,2047.522,-0.002467
1,2012/9/3,1,2044.825,2066.78,2041.161,2059.147,0.005678
1,2012/9/4,2,2060.613,2063.817,2039.266,2043.649,-0.007526
1,2012/9/5,3,2038.873,2048.319,2029.054,2037.681,-0.00292
1,2012/9/6,4,2040.668,2052.95,2036.366,2051.918,0.006987
1,2012/9/7,5,2062.99,2145.003,2062.99,2127.762,0.036962
1,2012/9/10,1,2128.065,2140.168,2120.486,2134.893,0.003351
1,2012/9/11,2,2127.519,2127.519,2107.219,2120.554,-0.006716
1,2012/9/12,3,2129.687,2137.89,2109.137,2126.554,0.002829
1,2012/9/13,4,2123.84,2130.079,2109.996,2110.379,-0.007606
1,2012/9/14,5,2127.389,2136.226,2111.12,2123.847,0.006382
1,2012/9/17,1,2120.617,2121.583,2077.484,2078.5,-0.021351
1,2012/9/18,2,2069.343,2074.762,2053.662,2059.543,-0.009121
1,2012/9/19,3,2061.061,2069.95,2055.198,2067.831,0.004024
1,2012/9/20,4,2060.306,2060.306,2023.085,2024.837,-0.020792
1,2012/9/21,5,2020.554,2041.948,2018.263,2026.69,0.000915
1,2012/9/24,1,2015.767,2040.85,2005.263,2033.192,0.003208
1,2012/9/25,2,2028.633,2039.096,2021.809,2029.293,-0.001918
1,2012/9/26,3,2027.855,2033.036,1999.484,2004.172,-0.012379
1,2012/9/27,4,2003.099,2068.071,2002.324,2056.323,0.026021
1,2012/9/28,5,2042.886,2089.633,2040.35,2086.169,0.014514
1,2012/10/8,1,2084.849,2096.259,2063.089,2074.419,-0.005632
1,2012/10/9,2,2081.589,2119.336,2081.589,2115.23,0.019673
1,2012/10/10,3,2111.587,2121.992,2102.535,2119.942,0.002228
1,2012/10/11,4,2114.232,2117.839,2101.14,2102.868,-0.008054
1,2012/10/12,5,2109.07,2127.307,2092.511,2104.932,0.000982
1,2012/10/15,1,2105.024,2107.199,2085.115,2098.703,-0.002959
1,2012/10/16,2,2097.05,2111.78,2089.695,2098.808,0.00005
1,2012/10/17,3,2104.28,2113.162,2088.044,2105.618,0.003245
1,2012/10/18,4,2108.498,2137.686,2107.492,2131.688,0.012381
1,2012/10/19,5,2129.82,2136.869,2125.736,2128.302,-0.001588
1,2012/10/22,1,2118.521,2138.027,2112.752,2132.758,0.002094
1,2012/10/23,2,2132.108,2136.218,2111.923,2114.447,-0.008586
1,2012/10/24,3,2106.83,2123.998,2104.67,2115.99,0.00073
1,2012/10/25,4,2114.764,2128.74,2100.609,2101.58,-0.00681
1,2012/10/26,5,2100.1,2102.162,2058.063,2066.209,-0.016831
1,2012/10/29,1,2061.847,2068.237,2053.092,2058.943,-0.003517
1,2012/10/30,2,2059.202,2075.905,2054.264,2062.347,0.001653
1,2012/10/31,3,2061.124,2070.479,2053.583,2068.88,0.003168
1,2012/11/1,4,2070.02,2109.496,2069.947,2104.428,0.017182
1,2012/11/2,5,2105.449,2119.224,2096.531,2117.046,0.005996
1,2012/11/5,1,2113.328,2123.327,2104.584,2114.027,-0.001426
1,2012/11/6,2,2113.658,2114.791,2078.472,2105.999,-0.003797
1,2012/11/7,3,2102.419,2112.631,2093.289,2105.73,-0.000128
1,2012/11/8,4,2091.254,2092.565,2070.65,2071.509,-0.016251
1,2012/11/9,5,2066.495,2077.228,2062.417,2069.067,-0.001179
1,2012/11/12,1,2069.214,2079.571,2061.84,2079.274,0.004933
1,2012/11/13,2,2078.133,2078.133,2044.036,2047.889,-0.015094
1,2012/11/14,3,2047.257,2056.488,2040.172,2055.419,0.003677
1,2012/11/15,4,2045.456,2053.56,2029.874,2030.29,-0.012226
1,2012/11/16,5,2026.563,2028.686,2001.716,2014.725,-0.007666
1,2012/11/19,1,2013.246,2018.38,1995.721,2016.982,0.00112
1,2012/11/20,2,2020.433,2023.611,2004.17,2008.923,-0.003996
1,2012/11/21,3,2008.211,2031.149,1995.174,2030.319,0.01065
1,2012/11/22,4,2021.209,2023.085,2009.72,2015.611,-0.007244
1,2012/11/23,5,2020.015,2034.884,2017.004,2027.384,0.005841
1,2012/11/26,1,2023.339,2027.274,2014.029,2017.464,-0.004893
1,2012/11/27,2,2012.075,2014.211,1990.336,1991.165,-0.013036
1,2012/11/28,3,1984.48,1984.863,1968.213,1973.523,-0.00886
1,2012/11/29,4,1972.925,1980.556,1961.822,1963.488,-0.005085
1,2012/11/30,5,1961.815,1983.419,1959.334,1980.117,0.008469
1,2012/12/3,1,1977.254,1988.191,1957.884,1959.767,-0.010277
1,2012/12/4,2,1956.616,1980.119,1949.457,1975.143,0.007846
1,2012/12/5,3,1973.107,2040.604,1970.202,2031.907,0.028739
1,2012/12/6,4,2029.562,2036.609,2018.379,2029.237,-0.001314
1,2012/12/7,5,2028.766,2065.745,2023.961,2061.786,0.01604
1,2012/12/10,1,2067.324,2087.007,2064.615,2083.77,0.010663
1,2012/12/11,2,2077.557,2088.635,2070.192,2074.704,-0.004351
1,2012/12/12,3,2073.271,2085.934,2066.391,2082.726,0.003867
1,2012/12/13,4,2077.416,2081.363,2059.472,2061.476,-0.010203
1,2012/12/14,5,2062.689,2152.496,2062.543,2150.625,0.043245
1,2012/12/17,1,2152.097,2169.57,2151.936,2160.342,0.004518
1,2012/12/18,2,2155.858,2183.714,2144.733,2162.464,0.000982
1,2012/12/19,3,2158.67,2175.395,2154.287,2162.239,-0.000104
1,2012/12/20,4,2156.193,2174.819,2142.951,2168.353,0.002828
1,2012/12/21,5,2169.57,2190.398,2148.17,2153.31,-0.006938
1,2012/12/24,1,2150.654,2170.394,2149.825,2159.053,0.002667
1,2012/12/25,2,2154.32,2220.263,2146.862,2213.611,0.025269
1,2012/12/26,3,2211.594,2220.475,2206.787,2219.132,0.002494
1,2012/12/27,4,2223.655,2234.724,2204.79,2205.897,-0.005964
1,2012/12/28,5,2207.913,2234.869,2204.003,2233.252,0.012401
1,2012/12/31,1,2236.461,2269.512,2236.461,2269.128,0.016064
1,2013/1/4,5,2289.51,2296.113,2256.56,2276.992,0.003466
1,2013/1/7,1,2271.663,2293.317,2266.862,2285.364,0.003677
1,2013/1/8,2,2284.654,2289.139,2262.979,2276.07,-0.004067
1,2013/1/9,3,2271.299,2283.896,2259.051,2275.34,-0.000321
1,2013/1/10,4,2274.377,2295.484,2268.648,2283.658,0.003656
1,2013/1/11,5,2285.185,2290.205,2234.947,2242.997,-0.017805
1,2013/1/14,1,2236.288,2317.617,2235.107,2311.74,0.030648
1,2013/1/15,2,2312.468,2332.783,2309.323,2325.682,0.006031
1,2013/1/16,3,2322.158,2326.764,2279.507,2309.499,-0.006958
1,2013/1/17,4,2305.14,2305.602,2275.877,2284.909,-0.010647
1,2013/1/18,5,2295.809,2324.509,2285.972,2317.07,0.014075
1,2013/1/21,1,2321.49,2329.581,2305.099,2328.221,0.004813
1,2013/1/22,2,2326.49,2335.806,2301.301,2315.139,-0.005619
1,2013/1/23,3,2308.521,2325.118,2296.491,2320.911,0.002493
1,2013/1/24,4,2320.258,2362.943,2287.296,2302.598,-0.00789
1,2013/1/25,5,2300.001,2308.38,2288.262,2291.304,-0.004905
1,2013/1/28,1,2295.352,2346.921,2295.352,2346.505,0.024092
1,2013/1/29,2,2347.215,2363.797,2337.353,2358.977,0.005315
1,2013/1/30,3,2360.748,2383.763,2347.89,2382.475,0.009961
1,2013/1/31,4,2383.426,2391.821,2371.226,2385.422,0.001237
1,2013/2/1,5,2377.414,2421.154,2369.57,2419.02,0.014085
1,2013/2/4,1,2425.921,2440.376,2417.585,2428.154,0.003776
1,2013/2/5,2,2411.001,2437.415,2403.302,2433.13,0.002049
1,2013/2/6,3,2432.677,2441.726,2427.699,2434.477,0.000554
1,2013/2/7,4,2430.688,2433.893,2394.218,2418.53,-0.00655
1,2013/2/8,5,2416.619,2443.032,2414.398,2432.402,0.005736
1,2013/2/18,1,2441.906,2444.804,2415.429,2421.558,-0.004458
1,2013/2/19,2,2420.265,2427.075,2373.535,2382.914,-0.015958
1,2013/2/20,3,2383.493,2397.941,2370.608,2397.178,0.005986
1,2013/2/21,4,2378.822,2378.822,2309.171,2325.951,-0.029713
1,2013/2/22,5,2322.94,2330.879,2308.76,2314.164,-0.005068
1,2013/2/25,1,2320.618,2338.78,2315.012,2325.819,0.005036
1,2013/2/26,2,2313.74,2340.709,2289.887,2293.341,-0.013964
1,2013/2/27,3,2297.767,2324.627,2292.034,2313.22,0.008668
